Text,Language
"Même la personne diffusant cette fake news a reconnu s’être trompé mais laisse son tweet en ligne. 
Et 
@TwitterFrance
 suggère donc ce contenu à ses utilisateurs. Fabuleux.
Debunker des Etoiles
@DeBunKerEtoiles
 · 24 janv.
Acte 3 : la déception.

« Ah zut… je viens d’aller lire la page 23 et en fait j’ai raconté n’importe quoi, mais en même temps c’était passé sur Instagram, source fiable, et ça me plaisait tellement… bon ben je le referai plus promis, désolé aux familles, tout ça  »
Afficher cette discussion
2
16
82",French
" 
@l_extracteur
 @TwitterFrance
  et  
@Twitter
surtout qu'elle a démenti (mais elle garde le thread en ligne)
2",French
" On a un gros problème 
@TwitterFrance
 @Twitter
 :
vos algorithmes recommandent ce genre de fake news à des utilisateurs ne suivant pourtant aucun compte diffusant des fausses informations.
 C’est ça votre manière de lutter contre la désinformation ? En les promouvant ? 
15
107
434",French
"Non 
@TwitterFrance
 ça ça va pas, la CNIL est encore sympa mais d'ici peu faudra un bandeau cookies avec chaque choix proposé et pas juste ""oui/non"" surtout que rien n'est détaillé sur les cookies précis, un renvoi à une autre page c'est pas intelligible.
1",French
" 
@lorientxpress
  et  
@SRM_Marianne
Cela dit 
@lorientxpress
Votre compte 
@TwitterFrance
 est depuis plusieurs années rattaché à un dossier cyberharcèlement/diffamations contre des victimes présumées de viols dans le but d'influencer l'opinion publique et de faire obstruction à la justice
@GDarmanin
 
@zimerayfinelle
1",French
" 
@DidierMaisto
C'est sûrement un algorithme à  tendance macroniste de
@TwitterFrance
 
Il fait beaucoup de victimes",French
"Hello 
@Twitter
 
The app scroll up all the way if, in a thread, we click on a specific tweet then go back.
I like threads, including long ones. It's super irritating and useless.
(40k tweets about it right now)
Please fix it ASAP.
cc 
@TwitterFrance",French
"Je signale ce twitt qui véhicule des fake news.
Je signale l auteur de ce fake pour charlatanisme agravé!
@TwitterFrance
CNEWS
@CNEWS
 · 25 janv.
Covid-19 : On pourrait se recontaminer avec BA.2 après avoir contracté Omicron, selon Olivier Véran https://cnews.fr/france/2022-01-25/covid-19-pourrait-se-recontaminer-avec-ba2-apres-avoir-contracte-omicron-selon…
3
9",French
"#Monfils en TT alors que j'ai pas d'enfant. Bravo l'algorithme 
@TwitterFrance",French
" 
@GRadioOfficiel
 @TwitterFrance
  et  
@CohenPour
Les gens comme toi nous font reculer.. ",French
" 
@GRadioOfficiel
 @TwitterFrance
  et  
@CohenPour
Harcèlement ?.. Tu attaques tout Twitter toi ?.. Tu es vraiment bizarre.. Désolé, mais tes messages sont bien pires que les miens. 
1
1",French
" 
@Jool2A
Pourquoi sur ma page je n’ai que des idiots macronistes -10 au lieu d’avoir mes abonnés et mes abonnements 
@TwitterFrance
 ?",French
" 
@BleuNormann
 @JeromeMetz
  et 2 autres personnes
Ça fait bien 2 ans ..",French
" 
@moi2626
@BFMTV_Inside
 

@moi2626
Votre compte 
@TwitterFrance
 est depuis plusieurs années rattaché à un dossier cyberharcèlement/diffamations contre des victimes présumées de viols dans le but d'influencer l'opinion publique et de faire obstruction à la justice
@GDarmanin
 
@zimerayfinelle",French
" 
@Psycopatus
 @MehdiOmais
  et  
@TwitterFrance
Non j’évite d’aller au ciné comme j’ai plus la carte, flemme de débourser 15 balles lol",French
" 
@AdrienSnchl
 @MehdiOmais
  et  
@TwitterFrance
Je sais pas ce que Twitter attend pour ça.

T'as toujours pas vu Spider-man ? 
Moi j'me suis dit que la TL l'avait vu depuis le temps, du coup j'ai liké certains tweets 
1",French
" 
@Ethem19924156
 @Alkanz
  et  
@PascalBoniface
@Ethem19924156
Votre compte 
@TwitterFrance
 est depuis plusieurs années rattaché à un dossier cyberharcèlement/diffamations contre des victimes présumées de viols dans le but d'influencer l'opinion publique et de faire obstruction à la justice. 
@GDarmanin
 
@zimerayfinelle",French
" 
@c2m
 @Shinycolours33
  et  
@TwitterFrance
Mais pareil. Quelle misère.
1",French
" 
@3llie
  et  
@TwitterFrance
 c'est ça vous signalez, normal aussi qu'il se passe rien.",French
"""Basé sur vos J'aime"" c'est vraiment inutile 
@TwitterFrance",French
"Donc là, en plein #TwitterRevoisTaModeration, t'as 
@TwitterFrance
 qui dit ne pouvoir identifier d'infractions aux ""Règles de Twitter"" quand une personne balance de l'apologie de meurtre et du tireur de la fusillade de Kenosha... Mais tout va bien dans la modération. 
1
16
27",French
" 
@Monsieur_Lu
 @LolieToons
  et 2 autres personnes
CQFD. ;-)",French
"bjr 
@TwitterFrance
 donnez moi des droits d’admin svp, y’a des compte qui vont sauter
14",French
" 
@manoel_jld
 @LolieToons
  et  
@_Confessfantasm
La preuve de la malédiction quand on corrige les gens ^_^ (Dis 
@TwitterFrance
, la fonction d'édition, c'est pour quand ?)
1
2",French
" 
@AdrienSnchl
 @MehdiOmais
  et  
@TwitterFrance
Les gens sérieux vont l'utiliser, mais malheureusement y aura toujours les abrutis qui adorent spoiler. Au moins ça diminuera le spoil
1",French
" 
@Psycopatus
 @MehdiOmais
  et  
@TwitterFrance
Combien l’utiliserait aussi ?
1",French
"Qu’ai-je fait pour mériter ça 
@TwitterFrance
 ???
3",French
"Dis donc 
@Twitter
 @TwitterFrance
 si les robots font mal le boulot faut embaucher des vrais humains hein, parce que visiblement l'algo ne fonctionne pas parfaitement #TwitterRevoisTaModeration
Osef Mégrav
@OsefMegrav
 · 21 déc. 2021
Ca se passe de commentaires.
Hein, @TwitterFrance ?
2
5",French
" 
@astrxuh1
 @Agnimmvids
  et  
@TwitterFrance
Grv",French
" 
@alainkrakovitch
 @Anne_Pruvot
  et 5 autres personnes
Super... Sauf que les premiers retours sont négatifs !!
Il suffit de surfer sur 
@TwitterFrance
...
Ahhh oui le #tempsferroviaire ou le célèbre #déverminage.
1
4",French
" 
@Veran_Sallo
  et  
@TwitterFrance
Incompréhensible....par contre réponse positive reçue concernant compte SaYeDBeK  te souhaitant le pire....",French
" 
@BernardBessis
 @GuiraudInd
  et  
@TwitterFrance
Ce n'est pas ainsi qu'on respecte les femmes en France, pour preuve : les françaises se sentent insultées. C'est comme ça.
Prenez la chose dans tous les sens, au bout de chaque réflexion il y a cette conclusion : Cet Islam là n'est pas compatible avec la culture Française.
1",French
" 
@asocial_media_
 @EricNaulleau
  et 3 autres personnes
T'es un fragile toi. Ou tu vois du harcèlement ?",French
"Oh 
@Twitter
  #Twitter 
Y a pas un soucis là ??

Ou alors c'est le fait que le Directeur de 
@TwitterFrance
 soit  copain de #Macron 

Hey les #Playmobil #LREM 
Résistance FI (Je me lève et je me casse! ) φ
@lab58
 · 24 janv.
Merci @TwitterFrance je suis menacé de mort par des LREM non stop, mais c'est pas grave pour vous. Aucune infraction à vos règles. C'est une blague? J'aimerais une explication!
1
5
3",French
"De tout  avec toi 
@CamilleEtienne_
 ...et franchement 
@TwitterFrance
 vous faites quoi ?!
CamilleEtienne
@CamilleEtienne_
 · 24 janv.
THREAD //harcèlement en ligne//
Un comble. Twitter est bien incapable de bloquer les comptes de ceux qui me harcèlent ( littéralement) parce que j'ose parler de la catastrophe climatique en cours, mais alors pour bloquer celles et ceux qui nous soutiennent, y'a du monde.
Afficher cette discussion
2",French
" 
@Veran_Sallo
  et  
@TwitterFrance
S'est pas du tout un tweet raciste. Arabe s'est pas une race s'est une origine (ou une religion si on parle de musulman)
1",French
" 
@Romualddu13
 @Veran_Sallo
  et  
@TwitterFrance
Un grand ""patriote"" un peu ""taquin"" ? Il a l'orthographe un peu incertaine...",French
" 
@Veran_Sallo
  et  
@TwitterFrance",French
" 
@Ch_Aln
 @BiketteClash
  et  
@TwitterFrance
Tant de sagesse, d'intelligence et de savoir en une seule personne. Quelle perte !",French
" 
@BiketteClash
  et  
@TwitterFrance
Ce serait dommage quand même. C'était si intéressant de te parler.
1",French
" 
@TGechan
  et  
@TwitterFrance
Tu as vraiment envie de bosser avec des fachos ?
1",French
" 
@BiketteClash
  et  
@TwitterFrance
Faut pas s'énerver mon chou",French
" 
@BiketteClash
  et  
@TwitterFrance
Sans vouloir te vexer (bon en vrai je m'en fous) je vais pas suivre tes conseils étant donné toutes les conneries que tu débites.",French
" 
@Ch_Aln
  et  
@TwitterFrance
Mais nan je dis juste que les gilet jaunes veulent l'instauration et que personne en manif personne la fait avant nous",French
" 
@BiketteClash
  et  
@TwitterFrance
Donc tu mens en disant que les gilets jaunes ont inventé le RIC mais tu dis que je suis dans l'erreur? Donc t'es plus proche du rat d'égout qui adore réécrire l'histoire.
1",French
" 
@BiketteClash
  et  
@TwitterFrance
Là en fait il s'agit d'Histoire plus que de politique. La politique a tendance à faire croire que ses idées sont nouvelles, l'Histoire montre bien souvent que c'est faux.",French
" 
@BiketteClash
  et  
@TwitterFrance
Oui et tu es l'argument parfait qu'il ne faut pas laisser les citoyens diriger...",French
" 
@BiketteClash
@TwitterFrance
 vous ne faites pas des formations pour que bikette arrive à utiliser votre plateforme par hasard? Il est obligé de supprimer/réécrire chacune de ses interventions et c'est tout de même dommage tant elles sont intéressantes.",French
" 
@AcideKobe
 @CindyCindysisi
  et  
@TwitterFrance
C'est elle qui s'expose en insultant une personne. Ne confond pas tout. Et me bloquer car ma réponse la dérange et bien qu'elle réfléchisse avant de s'exposer avec son Tweet déplacer. Elle a pas 12 ans que je sache. Ça va c'est pas une victime faut pas inverser le rôle.",French
" 
@VledTapas
  et  
@TwitterFrance
Je pose ça là parce que je sais que de nombreuses personnes vont le voir.
Sur tous vos comptes réseaux sociaux (et ailleurs) ACTIVEZ L'IDENTIFICATION À DOUBLE FACTEUR.
C'est un peu contraignant mais ce qui vous arrive n'aurait pas pu arriver avec ce simple paramètre activé 1/2
2",French
"Salut 
@TwitterFrance
 

Si vous cherchez des comptes a bannir, il y en a pas mal dans les commentaires des tweets sur le : 

#TwitterRevoisTaModeration
1",French
" 
@florent_chenu
@TwitterFrance
 ne veut pas que tu vois tes vues ? 
1",French
" 
@BernardBessis
  et  
@GuiraudInd
Je vs pose une question à laquelle je vous demande de me répondre : Quelles sont les raisons dans la religion musulmane pour lesquelles  les H ne pasd' - comme ce jeune H la #RATP ? .J'apprécierai une réponse de votre part ici sur 
@TwitterFrance
 et vs en  d'avance .cdlt
1",French
"#TwitterRevoisTaModération 
@TwitterFrance
 @Twitter
1",French
" 
@3llie
  et  
@TwitterFrance
 Et moi quand je troll avec photo je suis emmerdé...",French
" 
@Juniad_Khan
 @eliakhynn
  et 2 autres personnes
Test
https://pbs.twimg.com/profile_images/1484514215591358465/20FBDZtA.jpg…",French
"#TwitterRevoisTaModération
Je me régale en lisant les commentaires 
@TwitterFrance
 tranquille ?",French
"Il faudrait le libérer là 
@yacine0304
 @TwitterFrance
 #TwitterRevoisTaModération
1
1",French
".
@TwitterFrance
 Rendez-nous 
@Melody_Hain
1
3",French
" 
@LD59511918
 @LZorix
  et 2 autres personnes
Si Forza",French
" 
@PilleulG
 @LZorix
  et 2 autres personnes
très drôle",French
" 
@gayman_master
 @mclparis855
  et 2 autres personnes
1",French
" 
@3llie
 @selliato
  et  
@TwitterFrance
Ouaip sans critères objectifs, quand on voit que l'extrême droite est muselée au profit des wolkes/ Justices warriors qui eux peuvent harceler et détruire socialement quelqu'un sans s'en prendre une...",French
" 
@GRadioOfficiel
 @CindyCindysisi
  et  
@TwitterFrance
Pourquoi tu l’exposes avec ton post?
2",French
" 
@mclparis85
 @mclparis855
  et 2 autres personnes
Islamiste homophobe, c'est un pléonasme ça non ? 
1
1",French
" 
@VledTapas
  et  
@TwitterFrance
Encore un coup des atlantes !",French
"Euh! 
@TwitterFrance
 vous n'avez pas vu la manoeuvre? Vous m'avez pris pour un pédophile? Jugement dangereux si vous aviez lu l'historique

Bravo! Tik Tok a dû agir sur le #Team2010 suite au harcèlement irl. 

(4/5)
#TwitterRevoisTaModération #stophomophobie
1
1",French
" 
@BeneLoveLaser
 @MelleBene
  et  
@TwitterFrance
Ko technique de twitter sur toi magistral",French
"Comme l'#EMmerdeur semblerait amateur de mensonges comme de tautologies
Je lui envoie par 
@TwitterFrance
 des saveurs à méditer en son logis.
@EmmanuelMacron",French
"Bon 
@TwitterFrance
 , vous êtes bien mignons mais si vos fu*****g algorithmes pouvaient cesser de me suggérer des tweets d’antivaxxs et autres fachos, je vous en serai reconnaissant. L’obscurantisme n’a pas sa place sur ma TL.
1",French
" 
@nomi_1312
 @Twitter
  et 2 autres personnes
'Améliorer la société '

Société = règle 
Anarchisme = pas de règle 

Mauvais meme",French
" 
@Solenflore
 @TwitterFrance
  et  
@Twitter
iel + anarchiste, normal que tu te fasse ban.
1",French
" 
@CamilleEtienne_
Enorme soutien à vous !
Il serait tant que 
@TwitterFrance
 et consorts prennent enfin leurs responsabilités en matière de modération !
1
2",French
" 
@3llie
  et  
@TwitterFrance
Ha oui en effet c'est rien ! 2000 personnes c'est ce qu'il faudrait minimums pour un pays
1",French
"Oui parce qu'en ce moment toutes ces personnes qui nous sortent l'argument de l'opinion pour justifier leurs agressions et propos qui relèvent du juridique,se sentent très à l'aise par ici et la modération honteuse de 
@Twitter
 @TwitterFrance
 n'aide pas 
#TwitterRevoisTaModération
dolores madrigal stan account
@chaoticgrogu
 · 24 janv.
rappel pour les fachos qui trainent sur le hashtag #TwitterRevoisTaModération

l’homophobie n’est pas une opinion

le racisme n’est pas une opinion

la transphobie n’est pas une opinion

la psychophobie n’est pas une opinion

la grossophobie n’est pas une opinion
Afficher cette discussion
1
4",French
"Faites quelque chose, 
@TwitterFrance
 !

Supprimez ce compte.

Rendez vous utile pour une fois !",French
" 
@3llie
  et  
@TwitterFrance
Si vous êtes faibles dans le monde virtuel, qu’est-ce que ça doit être en vrai...",French
"« Basé sur vos J’aime »

Fais-toi soigner 
@TwitterFrance
 sale fou",French
"@TwitterFrance
 faite sauté le compte de fademan il m'harcèle
GIF",French
" 
@3llie
  et  
@TwitterFrance
Vous êtes vraiment des faibles d’esprit, quelques petites insultes et vous « courez le dire à la maîtresse », les gens insultent quand ils n’ont plus d’arguments, ce qui prouve que vous dites vrai..........",French
"Twitter ? 
@Twitter
 @TwitterFrance
 @TwitterSupport
 #TwitterRevoisTaModération
Ça peut pas être plus clair, là.
Clash_gaming13 (fuck lfp)
@clash_gaming13
 · 21 janv.
Go l'harceler twitter.com/cereal_eating_…
1
3
4",French
" 
@OuinTeam
Il est fou ! Ce coûterait beaucoup moins cher de les tirer avec un drône... Je plaisante, 
@TwitterFrance
  !
1",French
" 
@LZorix
 @Reconquete_QCCA
  et  
@TwitterFrance
Le 21 février Truth Social…",French
"Vivement en février #TrustTrump 
@TwitterFrance
  allez banisser moi j avais un compte de 2011 avec 12k ont à fait twitter a l’époque !! Merci hein ? Franchement ça devient de la daube ont s’ennuie ici y a plus d’audience Twitter à banni des gens et des contenus intéressants.
1",French
" 
@Retidurc
 @Staphilea
  et  
@TwitterFrance
apparemment, oui",French
" 
@LZorix
 @Reconquete_QCCA
  et  
@TwitterFrance
Le problème c’est qu’ils ne savent pas parler !!! C’est des mongols, et Twitter arrive pas à comprendre ce qu’ils racontent !!!  j’ai lu 2 phrases j’ai eu la nausée… on est mal #StopIslam #dehorslesreubeus
1
1",French
"@TwitterFrance
 quand allez vous faire quelque chose?
Forêt pluvieuse
@winter_brownie
 · 24 janv.
J'ai vu des comptes être suspendus plus ou moins longtemps voire définitivement parce qu'ils ont dit des trucs qui plaisent pas voire pour rien mais y a des gens qui devraient sauter et qui restent tranquille la honte un peu #TwitterRevoisTaModération
1",French
"C'est donc le poto 
@Slimfr01
 qui a sauté ... 

Vraiment marre ! On signale sans arrêt des comptes transphobes, biphobes, homophobes, racistes, des tas de gens qui disent des horreurs, qui appellent au meurtre, au su'cide et j'en passe ! 
@TwitterFrance
 NE REAGIT JAMAIS !
2
3
14",French
